DATAFLOW,LAST UPDATE,freq,nace_r2,isco08,worktime,age,sex,indic_se,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2006,3216,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2010,2340,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2014,3117,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2018,4642,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Italy,2002,1724,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Italy,2006,1989,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Italy,2010,2166,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Italy,2014,2339,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Italy,2018,2471,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2002,328,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2006,438,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2010,541,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2014,650,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2018,911,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2002,2505,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2006,2914,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2010,3270,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2014,3710,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2018,4101,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2002,291,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2006,424,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2010,673,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2014,818,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2018,1118,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2010,539,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2014,483,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2018,596,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Malta,2002,1123,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Malta,2006,1206,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Malta,2010,1394,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Malta,2014,1575,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Malta,2018,1869,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2002,2051,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2006,2248,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2010,2679,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2014,2929.19,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2018,3177,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Norway,2002,3401,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Norway,2006,3675,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Norway,2010,4435,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Norway,2014,4873,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Norway,2018,4829,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Poland,2002,567,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Poland,2006,625,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Poland,2010,779,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Poland,2014,919,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Poland,2018,1059,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2002,923,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2006,1026,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2010,1161,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2014,1191,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2018,1192,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Romania,2002,204,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Romania,2006,364,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Romania,2010,512,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Romania,2014,582,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Romania,2018,924,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2002,2400,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2006,2716,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2010,3058,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2014,3681,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2018,3555,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2002,946,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2006,1122,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2010,1393,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2014,1502,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2018,1595,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2002,321,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2006,508,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2010,742,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2014,878,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2018,1080,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2006,735,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2010,868,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2014,793,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2018,642,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2002,2669,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2006,2925,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2010,2580,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2014,2959,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2018,3123,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Austria,2002,2448,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Austria,2006,2658,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Austria,2010,2904,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Austria,2014,3196,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Austria,2018,3422,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2002,2606,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2006,2917,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2010,3240,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2014,3522,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2018,3721,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Bulgaria,2002,156,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Bulgaria,2006,218,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Bulgaria,2010,395,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Bulgaria,2014,490,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Bulgaria,2018,724,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Switzerland,2010,5772,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Switzerland,2014,7042,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Switzerland,2018,7880,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Cyprus,2002,1717,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Cyprus,2006,2116,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Cyprus,2010,2308,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Cyprus,2014,2029,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Cyprus,2018,2108,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Czechia,2002,590,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Czechia,2006,898,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Czechia,2010,1136,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Czechia,2014,1082,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Czechia,2018,1400,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2002,2916,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2006,3035,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2010,3211,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2014,3473,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2018,3775,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Denmark,2002,3842,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Denmark,2006,4325,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Denmark,2010,5117,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Denmark,2014,5458,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Denmark,2018,5795,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Estonia,2002,524,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Estonia,2006,850,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Estonia,2010,1059,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Estonia,2014,1376,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Estonia,2018,1675,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Greece,2002,1386,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Greece,2006,1733,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Greece,2010,1927,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Greece,2014,1717,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Greece,2018,1689,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Spain,2002,1763,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Spain,2006,1882,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Spain,2010,2087,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Spain,2014,2186,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Spain,2018,2191,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 27 countries (from 2020),2010,2525.58,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 27 countries (from 2020),2014,2750.54,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 27 countries (from 2020),2018,2897,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 28 countries (2013-2020),2002,2446,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 28 countries (2013-2020),2006,2614,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 28 countries (2013-2020),2010,2700,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,European Union - 28 countries (2013-2020),2014,2945,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Finland,2002,2593,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Finland,2006,2977,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Finland,2010,3474,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Finland,2014,3683,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Finland,2018,3871,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,France,2002,2457,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,France,2006,2765,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,France,2010,2963,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,France,2014,3193,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,France,2018,3308,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Croatia,2010,1101,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Croatia,2014,1200,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Croatia,2018,1343,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Hungary,2002,535,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Hungary,2006,718,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Hungary,2010,889,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Hungary,2014,918,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Hungary,2018,1146,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Ireland,2002,3129,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Ireland,2006,3711,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Ireland,2010,3930,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Ireland,2014,4235,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Services of the business economy,Total,Full-time,Total,Males,Mean earnings in euro,Ireland,2018,4330,
